"Date","City","State","Type","Description"
"07/09/2012","Elmburst","IL","Legal Developments","Myles Burton, 21, a former Elmhurst College student, was sentenced to two years of probation for scratching the letters `KKK` and a racial slur on a window ledge outside a black dorm supervisor's room."
"07/08/2012","Springfield","MO","Vandalism","A racial slur and a threat were etched into a car owned by a black family whose house was burned a week earlier."
"07/03/2012","Colorado Springs","CO","Leafletting","Fliers from the United Northern and Southern Knights of the Ku Klux Klan were left at residences."
"07/01/2012","Hoosic Valley","NY","Legal Developments","Casey Lee and James Harley, both 17; Dylan Justus, 18; and Brent Onge, 19, were charged with criminal mischief, conspiracy as a hate crime, trespassing and graffiti after they allegedly spray- painted swastikas and profanity at a high school in Schaghitcoke in June."
"06/30/2012","Plainfield","IL","Assault","Nicholas Minniti, 18, was charged with a felony hate crime and aggravated battery for allegedly assaulting a gay teen at a fast-food restaurant."
"06/29/2012","Merrick","NY","Vandalism","A swastika and obscenities were written on a middle school and a swastika was scratched into a car."
"06/28/2012","Los Angeles","CA","Assault","A gay homeless man was allegedly beaten by a man who used anti-gay slurs."
"06/27/2012","Harrah","WA","Legal Developments","Donald Dowell Gasperson was charged with malicious harassment for allegedly threatening his Mexican-American neighbors with a knife and calling them racial slurs."
"06/26/2012","San Luis Obispo","CA","Legal Developments","Jeremiah Leo `Smurf` Hernandez, 33, was sentenced to 11 years in prison for his role in a March 2011 cross burning near a black teen's residence."
"06/26/2012","Grand Forks","ND","Vandalism","A threatening anti-gay epithet was written on the back window of a car that had rainbow bumper stickers, which sometimes symbolize gay pride."
"06/26/2012","Bass River","NJ","Legal Developments","Nicholas Comis, 23, and  Daniel Enders, 22, were sentenced to 270 days and 180 days in prison respectively for burning a cross near a black family's residence in 2011."
"06/25/2012","Guerneville","CA","Assault","A man leaving a gay bar was allegedly beaten by a man who used anti-gay slurs."
"06/25/2012","Washington","DC","Assault","A 16-year-old boy was allegedly stabbed by three people who yelled anti-gay slurs. Ali M. Jackson, Alvonica Jackson and Desmond Campbell were each charged with assault with a deadly weapon."
"06/25/2012","Baltimore","MD","Legal Developments","Dena Whedbee, 42, and Brittany Whedbee, 20, each pled guilty to one count of conspiracy to deprive a person of civil rights and one count of violating the Fair Housing Act for helping to hang a dead raccoon on the porch of a family from Africa in 2010."
"06/24/2012","Skokie","IL","Assault","A white couple was allegedly attacked by three black teens who yelled racist remarks at them."
"06/24/2012","Arlington","TX","Legal Developments","Morgen Aubuchon, 18, was charged with felony graffiti for her alleged part in spray-painting racial and anti-gay slurs on vehicles and residences in a neighborhood earlier in the month."
"06/22/2012","Portland","TX","Murder","Two teenage lesbians were shot in a park. Mollie Olgin, 19, was found dead laying by her girlfriend, Mary Chapa, 18, who was wounded."
"06/21/2012","Los Angeles","CA","Vandalism","Swastikas and the words `white power` were written on garage doors of several residences on a street in Baldwin Hills."
"06/21/2012","New York","NY","Legal Developments","Michael Daragjati, a former New York police officer, was sentenced to 57 months in prison for violating a black man's civil rights in 2011 by fabricating charges against him of resisting arrest and using racial slurs."
"06/21/2012","Columbus","OH","Legal Developments","Brandon Rhodes, 21, was sentenced to 30 days in prison for his part in burning a cross on a black family's lawn in 2011."
"06/20/2012","Murfreesboro","TN","Legal Developments","Javier Correa was charged with interfering with the religious freedom of members of a mosque by threatening to use force against them when he allegedly left a racist message threatening to bomb the building in 2011. Correa was also charged with threatening to use an explosive device to interfere."
"06/19/2012","Florence","SC","Legal Developments","Chase McClary, 23, pleaded guilty to committing a federal hate crime for beating and slashing a black teen in 2010."
"06/18/2012","Bayview","ID","Legal Developments","Self-proclaimed racist skinhead Daren Abbey, 29, was sentenced to up to five years in prison for threatening to stab a black man."
"06/17/2012","Kansas City","MO","Legal Developments","Teresa Witthar, 43, was sentenced to 63 months in prison for participating in writing racial slurs inside a biracial man's mobile home in 2006 in an attempt to make him move."
"06/17/2012","Arlington","TX","Legal Developments","John Austin Cartwright, 17; Seth Stephen Hatcher and Daniel Sibley, both 18; and a 16-year- old girl were arrested for allegedly spray-painting racist and anti-gay graffiti on cars and property in a neighborhood earlier in the month."
"06/16/2012","Laurel","MT","Vandalism","Swastikas and racist epithets were spray-painted on 24 vehicles in a neighborhood."
"06/14/2012","Davis","CA","Intimidation","A noose was found hanging from a goal post at a high school."
"06/14/2012","Louisville","KY","Rally","White supremacist John King protested a gay pride parade."
"06/14/2012","Brooklyn","NY","Vandalism","Swastikas were spray-painted on a synagogue, two businesses, a building and two vehicles in an Orthodox Jewish neighborhood."
"06/14/2012","Schaghticoke","NY","Legal Developments","Casey M. Lee, 17; Dylan Tylor Justus, 18; James Harley, 17; and Bret St. Onge, 19, were each charged with second-degree criminal mischief as a hate crime, trespassing and fourth-degree conspiracy as a hate crime for allegedly spray-painting swastikas, racist graffiti and profanities at a high school."
"06/13/2012","Glendale","AZ","Vandalism","Satanic symbols and anti-religious graffiti were spray-painted on a Catholic church."
"06/13/2012","Clovis","CA","Vandalism","Graffiti that included racist symbols and messages was spray-painted on cars, residences, boats and fences in  a neighborhood. Three teens were arrested."
"06/13/2012","Jurupa Valley","CA","Vandalism","Diego Desantiago and Enrique Gomez, both 18, were charged with investigation of burglary, committing a hate crime and conspiracy for allegedly vandalizing a Mormon church. Two teens also arrested in connection with the incident."
"06/13/2012","Buffalo Township","PA","Leafletting","Fliers from the Traditionalist American Knights of the Ku Klux Klan were left at mobile home parks in the township and in Jefferson Township."
"06/13/2012","Roanoke","VA","Vandalism","Swastikas, a racial slur and an anarchist symbol were spray-painted on a house, a car and fences in a neighborhood."
"06/11/2012","Dearborn","MI","Arson","A storage building owned by the American Muslim Center was set afire and graffiti that included the word `Arabs` was found at the scene."
"06/11/2012","Schaghticoke","NY","Vandalism","Swastikas were painted on a high school track and racist graffiti and profanities were painted on two buildings."
"06/10/2012","Florence","KY","Leafletting","Fliers from the neo-Nazi National Alliance inviting people to a meeting at the local library were left throughout the city."
"06/09/2012","Arlington","TX","Vandalism","Anti-gay and racist graffiti was spray-painted on cars and property in a neighborhood."
"06/08/2012","Boone","NC","Vandalism","Profanities and the words `Obama 2012` were spray-painted on a business that sells civil war clothing, supplies and photographs and flies the Confederate battle flag."
"06/08/2012","Reidsville","NC","Vandalism","The letters `KKK` were spray-painted on a high school's vehicle."
"06/07/2012","St. Cloud","FL","Intelligence","Death threats targeting the family members of a judge, state attorney and law enforcement agent involved in the prosecution of several members of the racist skinhead group the American Front were posted on several websites."
"06/07/2012","Otsego","MN","Harassment","An interracial couple was allegedly confronted by a white man who used racial slurs. The couple also allegedly  has had their car tires slashed and residence burglarized."
"06/07/2012","Roanoke","VA","Legal Developments","Former neo-Nazi leader William A. White was arrested in Playa Del Carmen, Mexico, for violating his supervised release after serving two and a half years in prison for making threats."
